Wavelength;Radation Trapping Coefficient
750.39;0.9493370736183303
772.42;0.7063136020401841
738.4;1.76301807520807
794.82;0.8064840176028352
751.47;0.9997615972435744
763.51;0.41075087911549124
772.38;1.8163183022835971
